web-scraper-order,web-scraper-start-url,author,title,date,content,rating,next,next-href
1576431048-4488,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Percy Alcantara,Producto incompleto y diferente,"November 24, 2019",No vino el case dentro de la caja a pesar de ser parte de !os accesorios originales y a pesar de que ofrecen un equipo de una capacidad de 256GB y RAM de 8GB viene de una menor... Totalmente descontento por la falsa publicidad,4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1576431043-4461,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,bob,Best mobile phone right now,"August 9, 2019",This by far is the things best phone out there right now. The camera is unparalleled beast. I also like the in screen fingerprint reader and EMUI gesture navigation.  MUST BUY!!,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&pageNumber=5&reviewerType=all_reviews
1576431054-4514,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Cccc,Good phone,"May 26, 2019",Beautiful Chinese Phone,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1576431048-4485,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,zuozhibo,not an US charger,"October 13, 2019","I love this phone. but very disappointed that it's not an US charger.
so I gave only 4 star.
And the google fi works well.",4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1576431039-4446,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,José Madrigal,Para devolver?,"September 5, 2019",Envian un teléfono de 128GB y no el 512GB,1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&pageNumber=3&reviewerType=all_reviews
1576431052-4501,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Hao Wang,Beyond my expectation,"December 8, 2019",Amazing phone,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&pageNumber=9&reviewerType=all_reviews
1576431054-4515,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,LA MEJOR EXPERIENCIA EN TELEFONÍA,"June 11, 2019","Esta es la mejor experiencia en teléfono celular, el más completo que he tenido hasta el momento. Super veloz y la mejor cámara.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&pageNumber=10&reviewerType=all_reviews
1576431062-4543,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Terrahelix,"Huawei, You've just been Googled!","May 21, 2019",Now that Google ended support and security updates for Huawei Phones......I have a $900 paper weight. Oh well at least you can still expect this phone to send your personal data back to China.,1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1576431057-4528,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,voltron,Best phone on the Market.,"April 26, 2019","Ever since the Huawei p20 pro I no longer consider apple in the mix.  This phone is amazing, fast and the camera, the camera is like hollywood style, the low light pictures tuen out amazing, and it has a telescopic camera. ergo is great and it is dual sim, I use Att card in the USA and have chips for Canada Brasil and Mexico and the phone works great in all locations.  While in the USA I use two seperate American chips one for work related item and my personal number.  A fantastic feature is that both sims are 4g at the same time.  In non Huawei phone you could only have 4g on one chip but not both at the same time.  This phone allows both sim chips to run on 4g simultaneously.  Battery life is Great. Crancks enough power that I can charge others people phones.  This is an amazing phone and if you love pictures you wont find a better phone on the market today.  With phone connectivity, I have not  had an issue.  The charger is fast in half hour it goes from 1% to 78% charged. My phone can handle water.  I jump into the water of a beach in  (phone went underwater) Brazil and no issue, The phone somehow knows how it is in water and protective features turn on. It included an earphone jack adapter for headphone thatnhave the traditional jack as well as a set of usb c head phones.  Also one reviewer claimed it does not record in 4K, that is an untrue statement.  It does record in 4k I attached a photo of the resolution selection page. the Default is FHD, for 4k you just have to select in the settings that you want to record in 4K. Great phone.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&pageNumber=11&reviewerType=all_reviews
1576431041-4460,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,N0I,Good looking phone,"August 29, 2019","It's a great phone, looks nice, responds well, has a decent amount of features. The only problems I have so far is that the call volume always seems a little low compared to my old Galaxy phone, even if the volume max it out. It also doesn't seem to allow for expanded storage and has no audio port which means I cant hook it up to the non-bluetooth speakers in my car. Thankfully the phones built-in speakers work well enough to make up for that.",4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&pageNumber=4&reviewerType=all_reviews
1576431037-4434,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Panda,Amazing camera except for Portrait mode,"September 9, 2019","When taking photos in portrait mode, the right side of the background is not blured evenly. it only happens in portrait mode, the quality of other photo modes is amazing. other than this, it's a very nice phone.",3,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1576431050-4494,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Hugo Perez,Falsas promosiones,"September 12, 2019",No compren con este proveedor. Publica promociones falsas.,1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
1576431060-4539,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Moktar Saleh,Will buy again  for Christmas gifts,"November 21, 2019",Amazing phone. Excellent camera and very professional seller,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1576431048-4484,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Mirjana Vucetic,It's a good choice.,"September 18, 2019","All the same like older versions (little disappointing) , except the camera of course and  it's much faster... so 4 and half stars let's says",4,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&pageNumber=7&reviewerType=all_reviews
1576431062-4544,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Jonathan Garcia,Service. Go to your sim card provider to activate,"September 26, 2019","Exactly what I asked for. Anyways for those of you having trouble with ""emergency calls only"" go to your sim card provider ""I had MetroPCS"" they'll get it fixed. (activated)",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&pageNumber=13&reviewerType=all_reviews
1576431037-4431,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Wanderer,Buy it for the camera,"September 13, 2019","I intended to buy a Note 10+ but every review, without exception, rated the P30 Pro camera as the absolute best.  I have since seen the Note 10+ and the features are comparable but the P30 Pro is more professional (the Pro settings are more like a 35mm than the Note 10+) and the zoom is a marvel.  The Pixl 4+ may be better yet but it's not out. The iPhone 11's are nowhere near the P30 Pro in their specs.  Look at the MP ratings.

I included three pictures.  The butterfly (a Mourning Cloak) was taken hand held at 1X on a windy day. It shows the detail the camera can get under difficult conditions.  The boats show the detail it can pick out in a standard landscape. The waterlilies were shot with the telephoto from about 30 yards.  All these were handheld and a tripod would have allowed the AI to beef up the detail.  None have been modified or edited.  I have only had this phone about 3 weeks and I'm still learning how to use it.  I have a picture of a heron that was about 100 yards away handheld.  The camera's AI tries to improve detail by having you hold the camera steady but without a tripod it produced shadowing.

Other features need work by the owner.  Google software takes the place of Huawei's systems in most cases.  This is not always smooth for me as I am not an expert on the area.  After three weeks I've adjusted to most of the software differences.

The current price at Amazon for a Huawei P30 Pro is about 60% of the best new iPhones and much less than Samsung's.  Worried about the ""spy thing""?  The President of MicroSoft, its chief legal officer, recently asked the administration to stop the nonsense and allow Huawei to fully enter the US market.  Whom to believe -- an industry bigwig or twelve-lies-a-day-Donnie?  Politics aside, the Huawei P30 Pro packs a great camera into an excellent phone.  Did I mention the 2-day battery?",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1576431037-4433,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Robert,Awesome Phone/Camera,"June 8, 2019","I think this phone is well built and has class leading camera technology. I can confirm it works specifically well with Tmobile. Snappy response and lots of great features.

The downside is that it seems unclear if new phones will continue to have google play store or receive android updates. So far no impact at least to the P30 Pro.",5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&pageNumber=2&reviewerType=all_reviews
1576431060-4537,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Confirmar con el vendedor q si tiene lo que ofrece,"December 11, 2019",Me enviaron uno de 128 gigas de capacidad todo hacer devolución,1,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&pageNumber=12&reviewerType=all_reviews
1576431050-4493,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_dp_d_show_all_btm?ie=UTF8&reviewerType=all_reviews,Amazon Customer,Good quality at this price,"December 13, 2019",Awesome picture quality?especially the picture of night view. The other feature I like is double sim card. But you need to pay attention to the network provider?only A T&T and T Mobile are allowed.,5,Next page?,https://www.amazon.com/HUAWEI-Factory-Unlocked-International-Version/product-reviews/B07Q2WPMNB/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&pageNumber=8&reviewerType=all_reviews
